Packets,Bytes,Packets A to B,Bytes A to B,Packets B to A,Bytes B to A,Bits/s A to B,Bits/s B to A
526,8570851,244,17203,282,8553648,4450679.627,2212959768
581,11034001,243,16833,338,11017168,4703453.548,3078401825
1322,31632553,521,36653,801,31595900,4058147.329,3498235266
1370,33626599,515,35173,855,33591426,5061257.104,4833674793
1652,35594011,692,47643,960,35546368,3620137.697,2700979090
1743,39939847,688,47069,1055,39892778,3649221.748,3092855023
90,288913,43,3414,47,285499,486164.8263,40655996.41
104,348855,41,2976,63,345879,599969.7596,69730154.73
345,5049280,141,10704,204,5038576,1868368.597,879476567
367,6093585,141,9861,226,6083724,2942192.562,1815179749
303,6746639,128,9059,175,6737580,3344627.466,2487547756
348,9587895,127,8781,221,9579114,3274481.114,3572102025
556,10291903,236,16591,320,10275312,2495786.264,1545716506
658,15255873,237,16365,421,15239508,2724713.47,2537323111
1994,51986735,750,51647,1244,51935088,3060939.889,3078013873
2084,56346433,745,51005,1339,56295428,3178618.025,3508316089
1,160,1,160,0,0,0,0
334,5159490,149,10646,185,5148844,3435466.888,1661533259
364,6001810,147,10208,217,5991602,3758865.016,2206271860
550,9027129,263,19261,287,9007868,5212883.191,2437929686
619,12108842,257,17544,362,12091298,5192925.823,3578956544
439,9905265,193,14441,246,9890824,2495845.856,1709436472
485,13143947,187,12869,298,13131078,2352575.504,2400485853
1209,29324597,464,32977,745,29291620,3084207.819,2739528867
1279,32780013,457,31337,822,32748676,3016752.134,3152651441
130,680441,60,4570,70,675871,752419.788,111277618.1
148,743275,59,4188,89,739087,1332359.409,235131212.6
279,3347147,133,9635,146,3337512,1994084.492,690740106
306,4143310,128,8856,178,4134454,4154648.779,1939612044
290,5931279,105,7595,185,5923684,1988463.899,1550892927
332,8670479,104,7225,228,8663254,2222795.996,2665279765
748,17166501,328,23621,420,17142880,3951975.575,2868136109
832,22589351,322,22049,510,22567302,3769454.253,3858062157
986,23118944,404,27680,582,23091264,2512465.004,2095953494
1087,29009098,405,27668,682,28981430,2838540.273,2973288862
138,695435,67,6144,71,689291,1852881.817,207873496.2
147,753885,60,4220,87,749665,2146360.692,381291821.8
189,2586324,97,7364,92,2578960,1711192.021,599279708.8
206,3397751,94,6545,112,3391206,1793972.226,929523204.9
879,17441943,352,24691,527,17417252,3213526.825,2266850534
923,18496155,351,24329,572,18471826,4270938.459,3242715775
905,15877507,351,24323,554,15853184,3856475.164,2513563720
1035,23242705,356,24361,679,23218344,4104302.195,3911789345
1480,32593043,636,43859,844,32549184,3326649.827,2468814549
1570,37075185,630,43137,940,37032048,3460315.864,2970595618
177,1078693,71,5334,106,1073359,723870.9631,145664306.9
193,1115745,70,4972,123,1110773,1449877.544,323910866.8
104,1553269,48,4581,56,1548688,1206583.386,407906835
108,2094231,41,2941,67,2091290,1424036.967,1012606008
625,11532459,240,16895,385,11515564,3869952.419,2637743993
656,13367937,239,16525,417,13351412,4215196.83,3405678036
1132,23564071,476,34223,656,23529848,5445935.932,3744325299
1224,28362189,468,32145,756,28330044,5305706.139,4676027014
2049,37153860,891,61940,1158,37091920,4421721.905,2647887555
2176,43221871,890,60853,1286,43161018,4958518.759,3516913175
116,1057977,60,5394,56,1052583,2846494.512,555463799.1
112,1056845,54,3824,58,1053021,5326303.096,1466712608
285,5083400,130,10404,155,5072996,4714717.984,2298899027
291,5589695,124,8657,167,5581038,4356914.983,2808837713
709,14970300,264,18160,445,14952140,2506109.159,2063419328
750,16616149,261,18009,489,16598140,2846500.572,2623500194
1056,23421075,465,32735,591,23388340,4550386.363,3251137418
1121,27338819,457,31229,664,27307590,4587102.65,4011102451
1527,29270201,645,45105,882,29225096,4028826.362,2610416521
1619,33328739,643,43985,976,33284754,4003432.066,3029515777
238,863961,101,7310,137,856651,2251044.765,263797503.3
261,915657,99,6872,162,908785,2621657.477,346700085.9
429,4915333,185,14077,244,4901256,4371086.522,1521901971
450,5510461,176,12293,274,5498168,5645622.814,2525061636
1308,22241327,552,38207,756,22203120,7434565.735,4320427020
1346,23026147,551,37837,795,22988310,7662922.35,4655697716
877,18843001,391,27905,486,18815096,4414303.197,2976367619
932,22188703,382,26129,550,22162574,4420143.532,3749158335
1659,43101158,665,45614,994,43055544,4179658.086,3945224112
1790,48469018,660,44964,1130,48424054,4369471.867,4705709938
99,368062,49,3670,50,364392,1068686.98,106109260.5
116,380448,47,3324,69,377124,1365963.379,154975202.6
209,3526397,91,7405,118,3518992,4163010.68,1978339133
226,4734423,87,6069,139,4728354,3464949.607,2699540012
685,16691843,276,19223,409,16672620,3480641.422,3018853029
710,18157743,274,18785,436,18138958,5556949.395,5365838258
883,19946089,380,27157,503,19918932,3775178.704,2768992447
969,25698107,371,25381,598,25672726,4144700.524,4192339187
1316,28096527,579,39915,737,28056612,3331117.596,2341472477
1451,33716701,578,39637,873,33677064,3893523.091,3308081498
132,421985,62,4666,70,417319,1091793.549,97648133.73
157,485283,60,4228,97,481055,1714353.979,195056422.3
268,3512273,118,8473,150,3503800,2704979.063,1118577321
289,4208161,115,8169,174,4199992,4312842.361,2217395448
686,15646189,266,19405,420,15626784,3372862.35,2716155187
715,17339307,263,18037,452,17321270,3226745.511,3098704342
1276,26317355,501,34727,775,26282628,5161365.595,3906304947
1357,29130647,502,34505,855,29096142,5810587.6,4899744441
1755,34775432,735,51072,1020,34724360,4841785.772,3291978230
1847,40098247,730,49797,1117,40048450,4795232.558,3856489976
251,648049,116,8414,135,639635,2429830.048,184716465.7
265,690615,113,7908,152,682707,2462804.984,212616869.3
273,5933209,114,9069,159,5924140,2051335.525,1339993256
279,6681107,107,7429,172,6673678,2236707.665,2009296909
785,15802361,331,23825,454,15778536,4542213.836,3008163045
809,16942643,326,22321,483,16920322,4665649.08,3536771864
936,23349567,383,26595,553,23322972,2942792.846,2580736046
1023,27102025,384,26361,639,27075664,3146908.088,3232222830
1573,30824687,688,47443,885,30777244,3809647.7,2471396346
1680,35566615,688,47141,992,35519474,3838763.153,2892404658
59,358749,33,4262,26,354487,1525773.107,126904441.9
49,359449,21,1628,28,357821,1603156.682,352360643.3
475,6048116,192,13896,283,6034220,4980170.796,2162596878
503,6536403,191,13393,312,6523010,5036443.992,2452980999
435,7707293,197,14269,238,7693024,3715898.48,2003398710
469,9281158,192,13196,277,9267962,3741299.33,2627631102
1026,22484479,437,30291,589,22454188,3301310.507,2447203683
1108,25587465,437,29989,671,25557476,3868221.213,3296607783
1078,31061035,419,29599,659,31031436,2623765.034,2750741469
1190,38426599,414,28297,776,38398302,2889997.781,3921652739
179,1078741,78,5722,101,1073019,1220942.861,228957512.8
203,1129057,76,5284,127,1123773,1620835.901,344710753.7
223,3434105,106,8525,117,3425580,2765735.249,1111348663
230,4072039,100,6953,130,4065086,3749841.914,2192352922
617,9069123,274,19255,343,9049868,3112057.694,1462670025
685,11631915,274,18953,411,11612962,3204316.808,1963362493
1220,28185467,475,32911,745,28152556,2988483.474,2556392949
1312,31814351,477,32745,835,31781606,3338628.076,3240401957
980,25146937,398,28281,582,25118656,2745251.934,2438281495
1102,32927911,393,26877,709,32901034,2610373.176,3195445051
92,480333,37,2850,55,477483,754314.9295,126376335.3
94,514075,35,2412,59,511663,1213010.213,257318592.4
642,5713550,257,18450,385,5695100,6195363.484,1912369354
672,6729967,253,17529,419,6712438,7218782.672,2764312347
979,19048729,386,26733,593,19021996,6560971.533,4668491163
1026,20130199,385,26573,641,20103626,7036235.401,5323216985
1250,24789284,534,37556,716,24751728,4599854.895,3031589019
1342,29228825,529,36281,813,29192544,4503218.082,3623394945
2683,59341519,1112,76155,1571,59265364,5164799.614,4019351705
2794,63593913,1109,75661,1685,63518252,5762099.728,4837346884
160,841553,64,5434,96,836119,3113736.994,479104648.8
175,936407,62,4380,113,932027,2553410.289,543344139.7
143,1873281,67,5873,76,1867408,2717838.196,864177216.2
146,2296559,62,4369,84,2292190,2351570.089,1233748099
719,16913850,294,21062,425,16892788,4069297.851,3263782447
753,18452164,288,19700,465,18432464,4249121.004,3975724362
1331,29464395,523,36187,808,29428208,4252273.683,3458059370
1435,34427803,522,35817,913,34391986,4991559.488,4792965465
1840,39835697,804,56121,1036,39779576,4344125.85,3079194676
1894,42429101,795,54345,1099,42374756,5070412.502,3953583450
78,393549,37,3434,41,390115,1550505.026,176143060.1
92,511073,33,2312,59,508761,1201024.611,264288270.8
188,2482277,88,7325,100,2474952,2916773.453,985511848.7
205,3796979,83,5821,122,3791158,2990825.536,1947894203
806,15222079,334,24519,472,15197560,5846768.07,3623989908
834,16661951,326,22533,508,16639418,5834089.818,4308163988
959,22365275,400,27823,559,22337452,3862751.066,3101175881
1058,26760853,396,27249,662,26733604,4438803.292,4354846396
1698,36299797,740,51085,958,36248712,4914763.583,3487400404
1775,40685375,735,50157,1040,40635218,5293735.037,4288774792
38,21929,20,1682,18,20247,370848.0166,4464066.464
62,72119,18,1244,44,70875,308104.7779,17553799.14
586,9938685,236,17605,350,9921080,4229419.269,2383436917
601,10133189,230,16033,371,10117156,8015287.187,5057812690
417,7253497,191,14305,226,7239192,2222683.263,1124811667
443,8763771,187,12869,256,8750902,2193029.17,1491256768
1126,28765115,432,29931,694,28735184,4646737.491,4461089065
1193,31623917,426,29221,767,31594696,4671707.286,5051201926
1683,39022507,675,46483,1008,38976024,4350551.619,3647940200
1785,42608365,676,46349,1109,42562016,4339251.957,3984709728
97,780889,39,3106,58,777783,1513276.584,378944237.5
96,819626,37,2668,59,816958,0,0
329,3856895,161,12119,168,3844776,4200475.391,1332608876
365,4590525,157,10985,208,4579540,5823897.224,2427926290
984,16484135,364,25399,620,16458736,5944969.128,3852383062
1039,18349847,360,24825,679,18325022,6545456.199,4831646681
978,14847861,428,30509,550,14817352,4702122.309,2283686827
1052,18577889,419,28817,633,18549072,4602471.91,2962542348
1481,33515635,620,42783,861,33472852,3422183.31,2677470852
1586,38558565,618,42345,968,38516220,3650101.306,3320063878
194,1083757,93,6874,101,1076883,1829459.156,286603646.3
214,1120669,91,6436,123,1114233,2576002.016,445970549.1
210,2347622,96,7438,114,2340184,1779858.56,559988777.2
226,2830856,90,6324,136,2824532,1809602.18,808235177.9
366,6565188,154,11284,212,6553904,3230351.101,1876232808
397,8686440,146,9996,251,8676444,3066178.193,2661416905
830,14625675,365,25383,465,14600292,2807690.614,1614982580
961,20954929,360,24753,601,20930176,3080570.777,2604811075
1723,35042251,748,51319,975,34990932,3793248.061,2586357586
1832,40683669,748,51017,1084,40632652,3986692.44,3175213880
79,417218,32,2510,47,414708,563076.3102,93032769.11
93,472417,29,1996,64,470421,712147.7928,167840319.1
155,2453767,72,5291,83,2448476,1040972.836,481723116
187,2965569,69,4785,118,2960784,1235374.145,764404598.1
642,8979325,312,22677,330,8956648,4345578.296,1716356447
737,12543909,303,20901,434,12523008,5048165.101,3024650110
1815,37298847,718,49235,1097,37249612,5289484.81,4001853495
1896,40312479,717,48957,1179,40263522,6561623.329,5396451279
2126,48310023,800,55047,1326,48254976,3827719.822,3355433142
2220,53691675,793,54269,1427,53637406,4024592.329,3977753280
104,578824,44,3410,60,575414,1029210.41,173672163.9
121,637132,42,2972,79,634160,985549.2841,210294728.8
362,6597631,162,13191,200,6584440,3404519.454,1699405206
370,7321141,150,10353,220,7310788,4406103.537,3111377269
438,7034817,197,15085,241,7019732,3170127.459,1475203525
466,8365124,189,13156,277,8351968,2890410.02,1834950744
950,20825329,399,28605,551,20796724,4389534.807,3191328225
1051,25011591,393,27025,658,24984566,4404367.552,4071830223
2583,52678219,1072,73575,1511,52604644,5200792.012,3718461601
2646,55320105,1071,73205,1575,55246900,5979383.847,4512566375
74,368686,38,3256,36,365430,4453931.696,499877229.6
77,496504,34,2480,43,494024,0,0
793,10557983,290,20443,503,10537540,6945281.7,3580011922
816,10608241,289,20081,527,10588160,7520079.541,3965131487
499,8067163,188,13335,311,8053828,2244191.561,1355405537
556,9707773,186,12889,370,9694884,3285031.05,2470943825
608,12719725,255,18649,353,12701076,3011639.298,2051105132
714,19860610,250,17008,464,19843602,2940982.765,3431308294
2791,55381547,1132,77519,1659,55304028,5468475.169,3901349396
2871,58859391,1130,77081,1741,58782310,6895172.288,5258288747
189,1076537,89,6482,100,1070055,1487834.451,245613189.4
210,1123265,87,6044,123,1117221,1773242.767,327780287.5
339,5431369,151,11633,188,5419736,2705205.477,1260336930
373,6210855,147,10197,226,6200658,4505585.256,2739785551
495,10406557,183,14005,312,10392552,3904994.454,2897740659
180,12947,177,12433,3,514,3818573.97,157865.923
338,12225894,0,0,338,12225894,0,4244462466
940,19159399,400,27847,540,19131552,3772033.172,2591476596
1029,22535203,396,27273,633,22507930,3911298.3,3227926093
1875,40491947,722,49815,1153,40442132,3634679.505,2950801733
1963,43917587,717,49173,1246,43868414,4411964.258,3936019251
159,687069,73,6326,86,680743,2928817.941,315171089.4
168,716321,67,4756,101,711565,2582569.704,386389026.8
254,3339571,113,8799,141,3330772,2630458.476,995733315
271,3964859,109,7565,162,3957294,2429441.914,1270854714
836,13770947,321,22455,515,13748492,3656825.53,2238959543
892,16208875,321,22245,571,16186630,5141643.079,3741329472
790,19452513,317,22933,473,19429580,2669556.193,2261734427
880,23875915,310,21293,570,23854622,2719719.309,3046911007
1708,40913463,621,42827,1087,40870636,2908469.501,2775608805
1795,44216545,617,42253,1178,44174292,3916983.279,4095092966
29,228047,17,2032,12,226015,1968067.094,218903880.1
27,306775,12,824,15,305951,1069817.956,397223147.3
141,2420716,62,4648,79,2416068,1662785.983,864329605.1
162,3780016,61,4168,101,3775848,2071225.973,1876351835
414,5528835,198,14075,216,5514760,3645284.784,1428267901
469,7130683,193,13433,276,7117250,3649343.289,1933543402
1080,21277738,482,33834,598,21243904,5326609.238,3344504797
1172,25238577,481,33041,691,25205536,5349943.022,4081237900
1790,42890511,712,49087,1078,42841424,4315013.287,3765993314
1943,49170071,712,48785,1231,49121286,4515909.759,4547038943
113,546949,49,3846,64,543103,581883.6406,82169202
128,593537,47,3408,81,590129,1247192.855,215963812.4
246,3372939,114,8891,132,3364048,2283114.696,863851920.8
269,4132846,108,7468,161,4125378,3555668.555,1964177401
707,10427819,342,23823,365,10403996,6521156.033,2847923489
797,12789153,342,23613,455,12765540,6739090.076,3643252612
1501,24102193,648,45469,853,24056724,5588645.533,2956838794
1595,28256389,643,44057,952,28212332,5790808.378,3708200933
2090,39750713,844,58865,1246,39691848,5657861.91,3815017327
2156,42712939,837,57237,1319,42655702,6301865.519,4696446313
25,15098,14,1310,11,13788,333508.1599,3510237.03
43,45796,12,872,31,44924,441409.6686,22740697.19
259,4477245,116,9113,143,4468132,1787695.908,876512816
280,5935951,112,7769,168,5928182,2581212.229,1969609457
938,16035651,361,25159,577,16010492,3427198.218,2180974190
992,18139111,360,24789,632,18114322,3877248.69,2833261981
890,15359015,407,28371,483,15330644,4327271.179,2338298049
1008,19284701,402,27729,606,19256972,4667967.182,3241765420
2024,38071859,812,55875,1212,38015984,4494582.67,3058004168
2131,42635331,809,55369,1322,42579962,4501573.857,3461807939
69,270458,33,2650,36,267808,541182.4668,54691695.88
75,282906,30,2000,45,280906,415421.8076,58347239.15
144,2879693,57,5193,87,2874500,2049749.043,1134604973
155,3822607,52,3689,103,3818918,2046173.551,2118235024
729,14530467,296,20799,433,14509668,2474434.951,1726199799
792,16678577,295,20429,497,16658148,3246508.68,2647257432
1163,24817231,480,33251,683,24783980,4230113.613,3152959345
477,33055,474,32541,3,514,4266119.054,67385.3045
760,28121428,0,0,760,28121428,0,3801446487
2082,35833193,855,59757,1227,35773436,4706488.53,2817532109
2187,40413809,849,58185,1338,40355624,5250229.173,3641424326
75,355169,31,2522,44,352647,980785.0519,137141517.1
71,390336,30,2244,41,388092,0,0
398,5843799,180,12887,218,5830912,2704728.971,1223794259
438,6792851,177,12373,261,6780478,3355529.398,1838850179
454,7954709,188,14221,266,7940488,3582641.872,2000416623
492,9256287,182,12649,310,9243638,3429967.309,2506551993
1546,26591731,662,45603,884,26546128,4229059.447,2461793159
1641,30825069,658,45029,983,30780040,4649926.611,3178505565
1481,31795383,606,41939,875,31753444,3731027.514,2824887890
1608,37127267,605,41569,1003,37085698,3963533.234,3536058037
195,807265,84,6166,111,801099,2008767.999,260983139
224,885811,84,5872,140,879939,2035928.045,305090682.6
369,5102125,161,12445,208,5089680,4198388.622,1717031306
398,5851243,155,10873,243,5840370,4884759.129,2623820535
444,8053699,202,14339,242,8039360,2273397.267,1274611831
490,9592741,200,13921,290,9578820,2570211.692,1768522029
1671,28365255,680,46875,991,28318380,5634203.782,3403765839
1785,32814513,681,46641,1104,32767872,5827750.283,4094315630
2160,43150783,923,63427,1237,43087356,5275629.704,3583851281
2250,46312327,922,63057,1328,46249270,5515347.046,4045241205
92,460453,49,4426,43,456027,1375259.429,141698018.9
101,575730,45,3152,56,572578,1218021.207,221260198.9
468,5828926,232,16774,236,5812152,5494463.425,1903818802
517,7412148,223,15292,294,7396856,7740705.108,3744237577
349,5673325,155,11965,194,5661360,3447157.226,1631057086
392,7713891,151,10529,241,7703362,3178796.95,2325712189
857,22322575,367,25503,490,22297072,3380698.192,2955717798
939,26613053,365,25065,574,26587988,4074537.871,4322113067
1515,36480499,609,42083,906,36438416,3021648.373,2616355308
1614,41313275,607,41645,1007,41271630,3220673.841,3191798755
116,443658,54,3844,62,439814,712439.6475,81514290.1
126,531801,52,3608,74,528193,779687.7089,114142347.6
240,3348807,102,7391,138,3341416,2037265.405,921032501.6
268,4979997,100,6953,168,4973044,4122925.501,2948869542
549,10003640,253,18208,296,9985432,3335530.702,1829235227
581,11568690,246,16736,335,11551954,3476149.504,2399397656
1547,31623651,608,41991,939,31581660,4018329.375,3022207428
1676,38414751,608,41689,1068,38373062,5361036.243,4934620071
1552,31279271,692,47511,860,31231760,4178158.477,2746548016
691,47451,688,46937,3,514,4201154.4,46006.2075
976,37529264,0,0,976,37529264,0,3416138759
180,1043753,87,6406,93,1037347,1163749.512,188450213
195,1076823,85,5968,110,1070855,1562485.478,280361157.2
462,4263845,211,15113,251,4248732,2645413.214,743707521.8
496,5101254,207,14192,289,5087062,7261408.068,2602820818
414,9301411,159,11053,255,9290358,2312273.075,1943530685
367,7652869,158,10985,209,7641884,2388123.753,1661334975
1388,29547021,602,41909,786,29505112,6167223.563,4341898445
1528,34467399,594,40777,934,34426622,6756853.603,5704579663
1900,41078325,837,58233,1063,41020092,4752018.494,3347384401
834,57175,831,56661,3,514,4888083.382,44342.22584
1146,45536224,0,0,1146,45536224,0,4124037918
175,1075677,70,5282,105,1070395,825354.5415,167257738.4
193,1119019,68,4844,125,1114175,942849.7805,216866154.9
401,4196478,165,11830,236,4184648,1874064.267,662916254.3
424,4878946,162,11324,262,4867622,4243139.301,1823913653
775,12989167,332,23331,443,12965836,3905937.08,2170663049
816,14675581,327,22681,489,14652900,4650819.207,3004628930
1653,36604607,676,46627,977,36557980,7054091.384,5530772551
1748,40519161,675,46257,1073,40472904,7711913.508,6747595716
2238,40828051,981,67319,1257,40760732,5146179.33,3115941064
2352,45993805,976,66677,1376,45927128,5219283.671,3595043407
12,1700,9,1488,3,212,1673125.949,238375.4712
9,1391,3,204,6,1187,323678.5753,1883365.043
464,5931579,200,14227,264,5917352,3529602.722,1468046793
495,6445175,198,13881,297,6431294,3885135.892,1800046909
355,6415436,152,11520,203,6403916,2434865.37,1353530668
393,8310937,147,10329,246,8300608,2590659.849,2081910336
1397,36423157,531,37637,866,36385520,2879212.037,2783474431
1439,38423591,525,36065,914,38387526,2871446.746,3056363140
1057,29937176,420,29244,637,29907932,2224630.387,2275136587
1174,37310085,414,28305,760,37281780,2517661.097,3316123905
63,538357,33,3558,30,534799,1911372.33,287296236.8
58,602309,25,1844,33,600465,0,0
328,4001463,133,9619,195,3991844,3113410.484,1292052080
361,4484721,132,9249,229,4475472,3344897.533,1618552844
1263,19171319,503,36199,760,19135120,7272101.767,3844099007
1296,20528770,493,33848,803,20494922,7214415.809,4368319820
1122,20868111,511,35379,611,20832732,4540853.167,2673856725
1246,25119701,511,35089,735,25084612,5609739.642,4010320680
1435,34894173,582,41121,853,34853052,3341491.157,2832157901
1539,40092559,575,39405,964,40053154,3796602.684,3859051186
68,416153,38,4234,30,411919,2498584.625,243083249.9
58,411321,26,1912,32,409409,2805385.033,600706004.8
314,3787933,133,9313,181,3778620,3668490.637,1488438966
329,4173369,132,9153,197,4164216,6562559.907,2985678681
650,10257808,287,20340,363,10237468,4914212.829,2473406912
718,12153139,283,19461,435,12133678,4955571.485,3089733760
1678,32261187,671,46287,1007,32214900,5476233.121,3811357452
1761,35366303,666,45645,1095,35320658,7004163.273,5419907011
1033,23553525,439,31269,594,23522256,2390385.161,1798178762
1149,29518627,436,29993,713,29488634,2478663.745,2436982228
141,543937,69,5170,72,538767,971707.683,101261902
158,630461,67,4732,91,625729,1593432.982,210705246.5
352,4887001,157,11333,195,4875668,3987353.268,1715433754
362,5308031,156,10761,206,5297270,4763711.066,2345011032
552,8568950,267,18586,285,8550364,3332713.433,1533192347
617,10236804,266,18216,351,10218588,4812144.801,2699457901
1862,38997900,778,53004,1084,38944896,5193435.865,3815897284
1892,40743066,775,52700,1117,40690366,5750635.765,4440141822
1429,32882063,550,38059,879,32844004,3246641.353,2801773603
1555,38446219,546,37485,1009,38408734,3467708.142,3553162054
198,622459,86,6260,112,616199,1438914.447,141638601.2
205,646635,86,6176,119,640459,3042914.842,315554112.2
182,2435053,88,7301,94,2427752,4153229.184,1381045125
197,3591507,82,5729,115,3585778,3810971.427,2385284954
509,9522894,228,15858,281,9507036,2306004.617,1382473761
571,11514997,230,15937,341,11499060,2323544.326,1676512243
1026,24437827,414,28787,612,24409040,3752988.143,3182229398
1082,26696453,411,28281,671,26668172,3825421.666,3607262931
2132,41562037,927,64353,1205,41497684,4942386.679,3187071319
3097,79603530,916,62288,2181,79541242,45556.90853,58175781.63
156,696621,77,5658,79,690963,1548917.744,189156035.9
252,1685454,73,4940,179,1680514,3636.468101,1237071.975
464,6224845,227,16945,237,6207900,5406033.558,1980532058
507,7197829,217,15101,290,7182728,7694584.46,3659897176
1010,14640757,377,27217,633,14613540,6857636.918,3682049873
1108,19470045,372,25713,736,19444332,6862341.57,5189345770
1707,31687305,712,49877,995,31637428,4910580.56,3114825248
1778,35291621,704,48169,1074,35243452,5632586.623,4121152531
2525,49140983,1066,73147,1459,49067836,4891192.785,3281067513
2611,52874629,1066,72837,1545,52801792,6037913.904,4377070364
148,753221,63,5554,85,747667,2487626.533,334878694.1
155,790879,57,4076,98,786803,2132373.521,411618715.3
400,8119797,163,12401,237,8107396,5976455.387,3907224458
403,8485483,157,10829,246,8474654,6017286.989,4709061340
1387,22583615,550,38107,837,22545508,9364604.794,5540445910
1424,23213799,548,37669,876,23176130,9629069.057,5924355737
582,12041168,264,18712,318,12022456,2982552.657,1916289444
651,15828943,262,17969,389,15810974,2928984.036,2577221350
3505,70981475,1401,96955,2104,70884520,70466.86624,51518848.84
3692,80002650,1390,95234,2302,79907416,69404.62264,58234916.66
102,602417,45,3422,57,598995,1191408.973,208547053.8
132,669952,45,3220,87,666732,1115126.509,230897679.4
181,3351301,77,6557,104,3344744,2215182.029,1129970535
201,4734647,73,5129,128,4729518,2647764.755,2441538520
921,13403799,426,29659,495,13374140,5192378.553,2341400509
1020,15772047,425,29289,595,15742758,8186688.016,4400322587
803,16562329,355,25457,448,16536872,2715001.486,1763665477
881,21225233,349,23885,532,21201348,3312718.072,2940510307
2013,40860051,859,59011,1154,40801040,3865176.562,2672437741
2128,46015757,860,58789,1268,45956968,4369215.385,3415535077
103,399254,49,3798,54,395456,972973.7519,101308138
120,451071,47,3360,73,447711,1082679.409,144264131.2
190,2563405,87,6689,103,2556716,2376686.408,908433572.6
235,3649367,86,6133,149,3643234,2187896.15,1299693077
833,20234753,322,23213,511,20211540,6397648.968,5570427692
860,22218415,315,21573,545,22196842,6246811.831,6427455394
983,20157782,446,32434,537,20125348,3018901.398,1873233064
1029,23355524,435,29580,594,23325944,3484052.055,2747424041
1310,37561439,496,34167,814,37527272,3310639.083,3636235355
1415,44012235,493,33677,922,43978558,3269902.608,4270142872
135,648557,62,4714,73,643843,1225684.407,167405245.1
153,737417,59,4220,94,733197,1138618.929,197827484.1
149,2668171,60,4535,89,2663636,1453827.24,853906631.8
174,4103399,60,4233,114,4099166,2803463.964,2714827347
614,10763731,245,17223,369,10746508,2316848.856,1445627055
650,11968665,242,16717,408,11951948,2329357.446,1665392060
1607,33333895,666,45923,941,33287972,3924406.025,2844664283
1664,36051013,659,45137,1005,36005876,4769303.866,3804483319
2392,41900731,960,65899,1432,41834832,4971685.998,3156188235
2458,44313157,955,65245,1503,44247912,5018840.845,3403681938
160,884821,72,5326,88,879495,1645765.57,271769168.2
184,993405,70,4888,114,988517,1941534.895,392643259
85,1579865,38,2829,47,1577036,1079876.507,601980956.9
97,2166491,39,2805,58,2163686,1740839.569,1342827167
473,7304515,195,13875,278,7290640,3317584.372,1743229789
516,8549645,193,13437,323,8536208,3336922.651,2119867963
1251,28973505,494,34909,757,28938596,4407806.441,3653949693
1332,33908997,487,33261,845,33875736,5396970.234,5496718044
2133,46259294,872,60290,1261,46199004,4512125.158,3457549979
2225,50337931,869,59269,1356,50278662,5242401.996,4447197659
103,393509,48,3594,55,389915,1491517.152,161815500.9
129,474543,48,3392,81,471151,1411168.292,196012191.1
734,7102709,263,19369,471,7083340,6489340.281,2373184139
757,7494513,257,17797,500,7476716,8536950.029,3586466869
227,5015163,102,7951,125,5007212,2316044.367,1458549258
254,6699147,99,6885,155,6692262,2013759.078,1957386109
1038,22081725,460,32597,578,22049128,4645318.738,3142167299
1112,25945591,455,31093,657,25914498,4576921.272,3814640503
1774,37639254,749,51410,1025,37587844,4406937.236,3222082656
1873,41842229,747,51117,1126,41791112,4805433.166,3928720301
40,219011,20,2092,20,216919,1279591.02,132680499.3
40,283833,16,1096,24,282737,1505587.312,388398941.5
122,2309849,56,3961,66,2305888,1641825.048,955785073.2
141,3412981,56,3961,85,3409020,2118470.701,1823253973
931,15110999,361,25183,570,15085816,3980268.486,2384370330
972,16800633,357,24601,615,16776032,4063400.259,2770933408
978,21590283,409,28399,569,21561884,3140659.441,2384539405
1082,25600989,401,27553,681,25573436,3959267.596,3674811326
1450,28161951,627,43259,823,28118692,3284829.844,2135165368
1561,33027753,624,42753,937,32985000,3582524.603,2764006597
169,1078109,69,5158,100,1072951,1802725.933,374997400.6
191,1128289,67,4720,124,1123569,1863474.716,443589496.5
423,6181291,185,13203,238,6168088,2522651.656,1178515293
438,6591537,184,12833,254,6578704,2828729.369,1450118695
524,8710631,248,17519,276,8693112,4219761.437,2093889993
583,10504599,248,17217,335,10487382,4483292.237,2730905402
1104,19876573,469,32857,635,19843716,4013656.657,2424015060
1197,23351489,468,32201,729,23319288,5031375.688,3643616618
806,17315208,361,25316,445,17289892,1916956.035,1309210097
926,25131247,355,24293,571,25106954,1861850.919,1924233539
80,444730,36,2938,44,441792,459825.379,69144715.4
94,474062,33,2432,61,471630,879648.242,170587376.8
166,3057441,76,6385,90,3051056,3222547.435,1539886090
278,4084095,106,7397,172,4076698,5200.871142,2866348.652
1011,17446801,403,28865,608,17417936,5042320.379,3042674992
1060,18910253,396,27237,664,18883016,5067531.033,3513245569
993,21616167,423,29471,570,21586696,3378064.278,2474339066
1090,24664615,424,29237,666,24635378,4079625.18,3437531498
1178,28433942,524,35942,654,28398000,2758019.667,2179128666
1274,34001354,518,35232,756,33966122,3162919.118,3049276131
119,1058181,61,5462,58,1052719,4515546.061,870304125.6
115,1057049,55,3892,60,1053157,5304772.251,1435446565
449,4596765,178,13505,271,4583260,2963551.227,1005755335
479,5255277,173,11993,306,5243284,5488006.055,2399330805
708,12584297,289,20293,419,12564004,4506237.463,2789946558
