Packets,Bytes,Packets A to B,Bytes A to B,Packets B to A,Bytes B to A,Bits/s A to B,Bits/s B to A
167,1008113,76,5654,91,1002459,1491492.914,264442959.9
183,1045157,74,5216,109,1039941,1475597.929,294197619.9
183,3164224,71,6000,112,3158224,1550292.857,816028684.6
215,5576219,66,4641,149,5571578,2566750.515,3081415794
637,7864498,309,21458,328,7843040,5182583.387,1894268283
725,9913846,308,21096,417,9892750,5449376.43,2555428455
911,19514503,403,27919,508,19486584,3085720.62,2153735953
1021,23416460,399,27200,622,23389260,3080218.676,2648677774
1374,39776189,515,36337,859,39739852,3006376.201,3287914393
1457,45282963,509,34765,948,45248198,2922600.405,3803894774
102,434377,45,3526,57,430851,795292.1681,97178793.51
120,475211,42,3020,78,472191,995435.2947,155640922.9
150,2279471,77,5691,73,2273780,1717084.721,686043383.9
170,2929959,75,5245,95,2924714,3111074.171,1734795459
521,8944781,203,14461,318,8930320,3917586.294,2419286304
567,11833136,200,13608,367,11819528,3904833.738,3391629314
677,15071943,286,19987,391,15051956,2486815.582,1872789249
763,19321351,283,19481,480,19301870,2494743.643,2471804193
2041,48461699,819,56339,1222,48405360,4436624.04,3811860059
2135,52170953,816,55833,1319,52115120,4888971.024,4563417900
113,493097,50,3854,63,489243,1385488.491,175879747.2
137,620113,47,3340,90,616773,1264701.504,233543036.2
321,5004393,145,10273,176,4994120,2765728.457,1344532250
364,5834737,142,9977,222,5824760,3894414.602,2273632394
902,13903339,363,25511,539,13877828,4445587.407,2418372365
944,15102067,360,25005,584,15077062,4837829.681,2917026916
798,13356563,367,25575,431,13330988,3483179.512,1815609942
869,16723319,366,25205,503,16698114,3689032.828,2443955196
2844,57733051,1147,78799,1697,57654252,6695335.4,4898724024
2923,60826417,1145,78361,1778,60748056,7140311.701,5535407347
180,1010421,87,6378,93,1004043,1477794.333,232638610.1
200,1086041,85,5940,115,1080101,1593589.905,289770715.5
111,1814008,53,4776,58,1809232,1215649.425,460509179.2
127,3039663,48,3417,79,3036246,1903439.177,1691340236
674,12500091,255,17807,419,12482284,4167572.723,2921369480
739,16219349,252,17301,487,16202048,4826138.978,4519584728
1153,19229803,492,34151,661,19195652,3021635.204,1698405840
1252,22979583,494,33985,758,22945598,3067490.304,2071072514
2448,57742211,956,65643,1492,57676568,3794178.764,3333717372
2506,60251897,955,65273,1551,60186624,5948718.154,5485166345
106,462565,49,3858,57,458707,1126718.402,133964131.1
120,492705,47,3420,73,489285,1094504.022,156586081.9
277,3748721,123,9817,154,3738904,2296502.994,874646453.1
305,4764637,120,8457,185,4756180,3600559.306,2024938886
963,17289291,416,29031,547,17260260,5188140.227,3084587139
1016,18740041,416,28729,600,18711312,5298647.654,3451030298
511,11153913,232,17093,279,11136820,2438844.256,1589011261
593,16456891,226,15521,367,16441370,2315026.376,2452303666
1897,40249979,718,49543,1179,40200436,4166262.753,3380610362
2028,45924603,716,49105,1312,45875498,4392267.11,4103399674
93,281463,50,4612,43,276851,1435704.87,86183072.22
97,319333,43,3092,54,316241,1484889.645,151870306
335,4927982,136,10378,199,4917604,2507093.855,1187983693
364,5291288,132,9152,232,5282136,2721410.572,1570679715
523,9207807,220,15595,303,9192212,3433163.373,2023620747
574,10894514,213,14664,361,10879850,3799923.433,2819326034
766,15217293,350,25117,416,15192176,3944644.701,2385943248
844,19906423,344,23545,500,19882878,3840670.49,3243303580
3095,61994835,1299,89107,1796,61905728,6760494.35,4696750248
3171,64505839,1299,88813,1872,64417026,6991645.302,5071115683
146,611169,66,4874,80,606295,1067614.509,132804542.2
162,650601,64,4528,98,646073,1404342.739,200377192.3
164,2228233,81,6733,83,2221500,1877987.503,619627096.2
173,2734542,76,5176,97,2729366,2522259.666,1330017345
618,12815275,264,18307,354,12796968,5373929.836,3756487034
665,15383681,263,18037,402,15365644,5336540.327,4546176130
894,15222143,358,24967,536,15197176,3441030.286,2094522485
1000,19581941,353,24325,647,19557616,3569012.964,2869532787
2717,51903571,1124,77199,1593,51826372,5042900.937,3385474681
2797,54829457,1121,76693,1676,54752764,6198512.843,4425250165
57,459030,30,3210,27,455820,2623095.766,372479598.7
55,506744,27,1988,28,504756,3020045.399,766793780.5
284,3567159,137,9899,147,3557260,2942616.999,1057445575
314,4333547,134,9385,180,4324162,2993748.258,1379376926
683,11494394,281,19634,402,11474760,3489366.864,2039301585
738,13419719,279,19329,459,13400390,3789929.403,2627478508
540,12897925,243,17841,297,12880084,3032010.282,2188921423
596,16528887,238,16337,358,16512550,2874489.988,2905377955
1925,47703417,787,54873,1138,47648544,3755242.989,3260836127
2013,51746839,783,53529,1230,51693310,4444993.932,4292560094
120,509686,58,4342,62,505344,1419303.972,165185800.7
137,605768,57,4064,80,601704,1474969.279,218379654.2
272,6223765,116,9205,156,6214560,2958362.732,1997275687
278,6939861,110,7633,168,6932228,3967331.239,3603097694
799,9026455,343,23999,456,9002456,5581615.486,2093764233
858,11661201,340,23493,518,11637708,5750247.181,2848495195
832,16485137,378,26161,454,16458976,3503851.67,2204419195
897,19303417,378,26069,519,19277348,3705854.795,2740383310
1936,36635111,819,56371,1117,36578740,3798703.807,2464951817
2070,42224297,820,56137,1250,42168160,4016797.536,3017278465
130,591831,63,4492,67,587339,843603.2649,110303004.9
142,702499,61,4264,81,698235,1561026.184,255619868.2
568,9929743,234,16959,334,9912784,5131703.394,2999555829
571,9993559,230,15817,341,9977742,7585207.096,4784930102
418,9209205,176,13285,242,9195920,2383026.964,1649538978
460,12077647,171,11781,289,12065866,3228513.189,3306579027
920,20246880,387,28300,533,20218580,3744428.158,2675159727
1001,24431103,382,26377,619,24404726,3616779.288,3346343690
1313,28582315,531,36779,782,28545536,3172825.418,2462546621
1439,34007561,525,36069,914,33971492,3195373.835,3009554373
110,464721,55,4230,55,460491,475446.9046,51758633.7
129,568185,52,3736,77,564449,731272.5726,110483424.1
306,5948453,129,10089,177,5938364,1815201.503,1068423754
310,6370727,123,8517,187,6362210,4404908.134,3290472065
1054,17226899,432,30067,622,17196832,6896103.29,3944228880
1135,19357193,430,29629,705,19327564,7243615.592,4725149143
965,17531299,395,27523,570,17503776,3191747.865,2029852839
1044,20700675,395,27229,649,20673446,3347483.826,2541555919
1301,27449507,558,38543,743,27410964,2882614.314,2050054152
1413,32879559,553,37901,860,32841658,3109626.21,2694527335
281,1084349,114,8290,167,1076059,1904286.954,247180351.7
295,1114893,112,7852,183,1107041,2677154.461,377447752.4
572,5854625,245,18205,327,5836420,3811690.153,1222006297
589,6665633,239,16633,350,6649000,4343303.504,1736224674
713,12856199,330,23027,383,12833172,5249679.817,2925697835
775,14400376,326,22308,449,14378068,5949294.386,3834470111
380,8465088,168,12056,212,8453032,1777650.775,1246395063
409,10203122,166,11416,243,10191706,2182117.394,1948099066
1607,32564859,619,42739,988,32522120,3309463.7,2518326952
1725,38016917,612,41961,1113,37974956,3374060.683,3053545101
107,530869,45,3406,62,527463,668701.6814,103557074.3
123,589575,43,2968,80,586607,631315.8842,124775713.2
649,9707641,275,19113,374,9688528,4233210.168,2145847080
663,9737985,274,18953,389,9719032,5334797.191,2735665310
590,8653261,254,18589,336,8634672,3520209.747,1635152861
620,10117223,247,16949,373,10100274,4022242.414,2396940851
823,14781555,389,26907,434,14754648,3841329.274,2106420682
898,18616061,384,26265,514,18589796,4356930.929,3083740992
2359,44458287,914,62883,1445,44395404,4725353.216,3336099821
2442,48214805,912,62445,1530,48152360,5212751.444,4019637828
200,504406,76,6430,124,497976,2904643.228,224952195.4
197,506785,70,4784,127,502001,2754436.898,289032206.8
539,9659599,219,16215,320,9643384,5171058.718,3075331786
554,9785081,214,14921,340,9770160,5421334.738,3549849729
1005,18088555,392,27311,613,18061244,6281614.284,4154141858
1071,19369787,391,26941,680,19342846,6962472.914,4998850873
1144,19171905,473,33661,671,19138244,4830004.514,2746139595
1243,22294121,466,32021,777,22262100,5629911.39,3914107940
1990,61359695,711,48907,1279,61310788,4114501.633,5158021088
2043,64832841,709,48469,1334,64784372,4733046.392,6326258807
111,526246,59,5278,52,520968,1008720.906,99566372.33
129,628373,54,3788,75,624585,777047.8566,128123663
188,2444715,84,6939,104,2437776,1450210.195,509480848.4
214,3306011,78,5577,136,3300434,1420988.609,840932243.2
705,10397407,279,19647,426,10377760,4199107.634,2218014518
759,11609511,271,18801,488,11590710,5688788.244,3507105728
968,18484643,429,29775,539,18454868,3394321.539,2103837312
1049,21758713,429,29481,620,21729232,3401009.306,2506744013
1278,33351567,469,32371,809,33319196,1995231.578,2053674956
1389,37763635,467,31933,922,37731702,2918047.509,3447934708
184,1074773,90,6574,94,1068199,1822181.21,296083381
198,1105317,88,6136,110,1099181,2261444.196,405106990.4
209,3787265,92,7573,117,3779692,1935171.87,965846248
221,4644011,86,6001,135,4638010,2198662.19,1699286323
854,16688898,344,24226,510,16664672,4734779.613,3256978009
884,17771976,340,23316,544,17748660,4835802.861,3681121153
673,12166831,290,20331,383,12146500,1871952.35,1118374365
779,16768269,289,19961,490,16748308,1886576.9,1582935273
1492,26720411,650,44915,842,26675496,3884235.051,2306888491
1577,30208427,650,44613,927,30163814,4426855.852,2993092967
73,420941,32,2570,41,418371,571130.2916,92974455.73
90,495519,30,2132,60,493387,690245.9977,159736586.3
139,2851627,58,4391,81,2847236,1225634.633,794732646.1
154,3531581,59,4165,95,3527416,2116520.958,1792520982
1172,16325609,448,31961,724,16293648,5633482.32,2871936983
1221,17660289,443,30457,778,17629832,5571757.044,3225174529
553,14051507,237,16563,316,14034944,2911112.724,2466781625
608,17758899,236,16201,372,17742698,3169896.141,3471545579
1734,47251525,623,43681,1111,47207844,3690084.595,3988025409
1812,52122791,618,42177,1194,52080614,3752781.712,4633975289
181,1078881,87,6338,94,1072543,832824.4389,140934052.1
204,1129137,86,5976,118,1123161,1574420.203,295904847.7
340,5252645,145,10257,195,5242388,1644741.523,840633053.1
370,6315363,143,10041,227,6305322,2517981.857,1581185778
835,15380997,355,25525,480,15355472,7102110.683,4272527394
878,17202131,353,24325,525,17177806,6779907.851,4787829055
1089,20689252,478,33272,611,20655980,3339584.641,2073286654
1151,23586825,478,32649,673,23554176,3363347.234,2426441015
2271,38656067,959,65859,1312,38590208,4556515.921,2669899287
2387,43537993,958,65489,1429,43472504,4806267.369,3190466756
115,602329,55,5018,60,597311,1969394.132,234424228.4
132,692833,50,3516,82,689317,1493383.067,292779959
559,7124135,239,16887,320,7107248,4648390.782,1956372718
608,8089873,238,16517,370,8073356,5739267.779,2805300718
683,11961569,316,22805,367,11938764,3962030.784,2074183315
723,14096787,309,21165,414,14075622,3833657.224,2549544529
746,15689923,308,21579,438,15668344,2776614.948,2016078510
843,20007361,305,21073,538,19986288,2803649.834,2659068620
1658,35321457,739,51605,919,35269852,3910697.789,2672797834
1747,40430895,730,49829,1017,40381066,4262434.679,3454246645
54,320874,29,2966,25,317908,3006001.234,322195495.7
56,385630,28,2056,28,383574,3256423.557,607528895.6
318,4335417,138,10705,180,4324712,4442544.219,1794743045
343,4894423,133,9293,210,4885130,4192669.708,2203996188
697,11752389,286,20881,411,11731508,5403227.951,3035678939
753,13187617,277,19205,476,13168412,4986206.473,3418923257
498,12527901,203,15113,295,12512788,2256342.399,1868135651
564,17099735,197,13549,367,17086186,2117669.943,2670521996
1505,26246787,590,40879,915,26205908,2754062.733,1765520551
1617,32161631,585,40237,1032,32121394,3406676.674,2719566659
170,1072607,74,5720,96,1066887,957807.7522,178649062.8
190,1114607,73,5128,117,1109479,929611.6268,201128037.8
347,3872651,170,11975,177,3860676,3002498.436,967989449
391,4613963,170,11773,221,4602190,2958022.364,1156322173
877,17405995,337,23435,540,17382560,4107462.597,3046648817
933,18465507,335,23089,598,18442418,5169507.696,4129162016
1062,31018781,402,28653,660,30990128,5468313.7,5914345497
1126,34985343,396,27081,730,34958262,5274507.22,6808744335
2458,67657435,889,61135,1569,67596300,5760444.923,6369260868
2570,73726553,887,60697,1683,73665856,6274584.721,7615247121
156,814713,73,5438,83,809275,1479027.114,220106595.8
181,867493,70,4932,111,862561,1730700.373,302683423.4
227,3291865,104,7509,123,3284356,2002686.117,875953411.2
268,4402178,102,7136,166,4395042,2450779.737,1509428234
416,6801225,184,14057,232,6787168,2769621.711,1337261709
448,8089069,179,12553,269,8076516,2689574.508,1730454198
1512,26428207,646,44519,866,26383688,6493251.25,3848152813
1651,31174655,645,44241,1006,31130414,6858482.277,4826007385
1400,31747569,576,40033,824,31707536,3353723.991,2656266685
1502,36921987,574,39401,928,36882586,3618873.166,3387563787
165,723353,77,5714,88,717639,2004701.26,251776655.1
188,804009,75,5276,113,798733,1950551.973,295293826.6
241,3459414,108,10034,133,3449380,3095068.957,1063989332
251,3975737,95,6709,156,3969028,3130062.762,1851737479
427,9590291,155,10995,272,9579296,2675526.199,2331028414
503,14306465,153,10557,350,14295908,3320308.976,4496242460
1157,24189241,488,33541,669,24155700,4534036.304,3265341545
1244,28384887,488,33449,756,28351438,4936364.194,4184071972
1934,35615173,778,53293,1156,35561880,3698799.76,2468171677
2057,40602117,774,52949,1283,40549168,4127617.508,3160993707
52,453162,25,1700,27,451462,0,0
56,374596,30,3044,26,371552,0,0
386,5747269,159,12297,227,5734972,4719109.014,2200858588
415,6546799,154,10793,261,6536006,4791692.565,2901744775
961,16845803,393,27307,568,16818496,3820860.855,2353284250
995,17432253,395,27241,600,17405012,3816512.553,2438473139
679,14849625,307,22185,372,14827440,3489116.171,2331965773
754,19839799,301,20621,453,19819178,3838587.766,3689329043
1728,43779574,683,46850,1045,43732724,3913790.964,3653377589
1837,47878146,683,46560,1154,47831586,4147792.086,4261071174
110,1057569,47,4510,63,1053059,1902111.08,444131971.5
106,1056437,41,2940,65,1053497,1358599.51,486830104.9
323,4894337,149,11449,174,4882888,4413381.249,1882264507
329,5308859,143,9877,186,5298982,4866020.323,2610605863
1061,13529327,402,28011,659,13501316,3875028.163,1867765511
1131,16014355,400,27573,731,15986782,5260389.946,3049965811
1167,26128408,516,35332,651,26093076,4827578.327,3565220428
2292,48880601,963,66709,1329,48813892,5172281.933,3784784837
2405,54403507,956,65161,1449,54338346,5159006.252,4302141875
161,816469,80,5882,81,810587,1307617.922,180200287.1
186,926367,78,5444,108,920923,1432613.483,242345096.7
464,7972963,198,14115,266,7958848,3002470.577,1692965423
497,8353729,197,13753,300,8339976,5757156.259,3491205193
1007,20089319,401,27823,606,20061496,3604060.128,2598671525
1052,21287699,399,27477,653,21260222,3647766.323,2822445021
1475,27830975,597,41983,878,27788992,5800402.29,3839347660
1561,30732569,587,40341,974,30692228,6254604.667,4758626521
1982,33798373,807,55905,1175,33742468,4481828.422,2705088134
381,1089057,163,12426,218,1076631,3404149.468,294947114.6
392,1118545,158,10932,234,1107613,6152813.152,623393325.4
452,5742359,224,15807,228,5726552,3868932.951,1401635081
510,6769307,221,15301,289,6754006,6247609.45,2757753854
464,8827421,207,15393,257,8812028,3043468.783,1742294039
490,10556759,201,13821,289,10542938,2857533.768,2179784484
1169,17826271,563,38943,606,17787328,4223433.664,1929065554
1284,20834573,561,38497,723,20796076,5005279.031,2703851290
1671,28777279,711,49055,960,28728224,3992609.42,2338203603
1797,34828077,705,48345,1092,34779732,4676095.963,3364016225
189,1078009,93,6778,96,1071231,694586.3994,109776111.4
206,1115121,91,6340,115,1108781,1167091.114,204108588.7
145,2632233,63,5601,82,2626632,1096148.528,514047277.4
160,3715871,58,4097,102,3711774,2180618.496,1975582874
1155,12855879,509,35223,646,12820656,7829520.162,2849830640
1292,19506895,507,34785,785,19472110,8128481.653,4550199479
406,8897885,177,13353,229,8884532,2111007.277,1404576628
451,12157707,170,11713,281,12145994,1951992.817,2024152057
1673,26470663,686,47331,987,26423332,3186858.784,1779117866
1777,31702169,683,46825,1094,31655344,3819177.893,2581898345
164,1076333,75,5578,89,1070755,1011718.858,194209936.4
178,1106877,73,5140,105,1101737,1616224.25,346430750.3
